event_id,user_id,session_id,event_time,event_date,event_name,duration_seconds,emotion_checkin_label,purchase_amount,is_premium_event,content_id
e6626cc2,USR10079,SES_b3c4d5e6f7,2024-09-02 09:15:00.000000 UTC,2024-09-02,play_meditation,900,focused,0.0,false,e205
d628ace7,USR10082,SES_q6r7s8t9u0,2024-08-30 08:10:00.000000 UTC,2024-08-30,play_meditation,900,energized,0.0,false,b4e4
aeac88b8,USR10083,SES_v7w8x9y0z1,2024-08-29 19:40:00.000000 UTC,2024-08-29,play_meditation,1200,relaxed,0.0,false,7467
3b3db2d9,USR10086,SES_k0l1m2n3o4,2024-08-26 21:15:00.000000 UTC,2024-08-26,play_meditation,900,calm,0.0,false,2c18
067bb410,USR10087,SES_p1q2r3s4t5,2024-08-25 09:15:00.000000 UTC,2024-08-25,play_meditation,900,peaceful,0.0,false,52eb
aca2718f,USR10090,SES_d4e5f6g7h8,2024-08-22 18:10:00.000000 UTC,2024-08-22,play_meditation,900,relieved,0.0,false,a175
a5ce3996,USR10092,SES_n6o7p8q9r0,2024-08-20 19:40:00.000000 UTC,2024-08-20,play_meditation,1200,calm,0.0,false,a5e0
88a24b32,USR10093,SES_s7t8u9v0w1,2024-08-19 07:15:00.000000 UTC,2024-08-19,play_meditation,900,zen,0.0,false,1929
43ddb0e7,USR10095,SES_c9d0e1f2g3,2024-08-17 09:15:00.000000 UTC,2024-08-17,play_meditation,900,joyful,0.0,false,f1b2
53a4682f,USR10096,SES_h0i1j2k3l4,2024-08-16 18:10:00.000000 UTC,2024-08-16,play_meditation,900,excited,0.0,false,8ef5
a21a32c6,USR10099,SES_w3x4y5z6a7,2024-08-13 20:15:00.000000 UTC,2024-08-13,play_meditation,900,peaceful,0.0,false,0e9e
70130cee,USR10100,SES_b4c5d6e7f8,2024-08-12 06:15:00.000000 UTC,2024-08-12,play_meditation,900,zen,0.0,false,9500
cbc7d61e,USR10102,SES_l6m7n8o9p0,2024-08-10 09:15:00.000000 UTC,2024-08-10,play_meditation,900,fresh,0.0,false,3f22
6d0473a1,USR10105,SES_a9b0c1d2e3,2024-08-07 19:15:00.000000 UTC,2024-08-07,play_meditation,900,calm,0.0,false,db3b
9b9f5881,USR10106,SES_f0g1h2i3j4,2024-08-06 07:15:00.000000 UTC,2024-08-06,play_meditation,900,zen,0.0,false,87bc
af02fae1,USR10108,SES_p2q3r4s5t6,2024-08-04 09:15:00.000000 UTC,2024-08-04,play_meditation,900,grateful,0.0,false,f069
6ff1f408,USR10110,SES_z4a5b6c7d8,2024-08-02 21:15:00.000000 UTC,2024-08-02,play_meditation,900,excited,0.0,false,8ef5
3779056d,USR10111,SES_c5d6e7f8g9,2024-08-01 06:15:00.000000 UTC,2024-08-01,play_meditation,900,renewed,0.0,false,57e1
22e33990,USR10112,SES_h6i7j8k9l0,2024-07-31 20:10:00.000000 UTC,2024-07-31,play_meditation,1200,reflective,0.0,false,99c3
6e5793a7,USR10118,SES_l2m3n4o5p6,2024-07-25 06:15:00.000000 UTC,2024-07-25,play_meditation,900,zen,0.0,false,7430
97c30e7d,USR10125,SES_u9v0w1x2y3,2024-07-18 20:45:00.000000 UTC,2024-07-18,play_meditation,900,calm,0.0,false,2c18
f26797dc,USR10128,SES_h2i3j4k5l6,2024-07-15 13:15:00.000000 UTC,2024-07-15,play_meditation,900,refreshed,0.0,false,eb4c
5bdbdb8b,USR10131,SES_w5x6y7z8a9,2024-07-12 06:15:00.000000 UTC,2024-07-12,play_meditation,900,focused,0.0,false,a7b4
3535a065,USR10133,SES_g7h8i9j0k1,2024-07-10 12:15:00.000000 UTC,2024-07-10,play_meditation,900,centered,0.0,false,d4a2
193d25af,USR10134,SES_l8m9n0o1p2,2024-07-09 20:15:00.000000 UTC,2024-07-09,play_meditation,900,relaxed,0.0,false,c261
b6271621,USR10136,SES_v0w1x2y3z4,2024-07-07 10:15:00.000000 UTC,2024-07-07,play_meditation,900,peaceful,0.0,false,6691
0ec47afc,USR10141,SES_u5v6w7x8y9,2024-07-02 18:15:00.000000 UTC,2024-07-02,play_meditation,900,centered,0.0,false,385f
dd74288c,USR10142,SES_z6a7b8c9d0,2024-07-01 07:15:00.000000 UTC,2024-07-01,play_meditation,900,renewed,0.0,false,97f8
6f13f83e,USR10147,SES_w1x2y3z4a5,2024-06-26 18:15:00.000000 UTC,2024-06-26,play_meditation,900,still,0.0,false,e407
16145a1a,USR10148,SES_b2c3d4e5f6,2024-06-25 07:15:00.000000 UTC,2024-06-25,play_meditation,900,focused,0.0,false,9f7f
3ada06d0,USR10149,SES_g3h4i5j6k7,2024-06-24 19:45:00.000000 UTC,2024-06-24,play_meditation,1800,relieved,0.0,false,3580
406d25e5,USR10153,SES_a7b8c9d0e1,2024-06-20 07:45:00.000000 UTC,2024-06-20,play_meditation,900,focused,0.0,false,6984
05be1ccd,USR10154,SES_f8g9h0i1j2,2024-06-19 18:45:00.000000 UTC,2024-06-19,play_meditation,900,relieved,0.0,false,83d8
62adf500,USR10157,SES_u1v2w3x4y5,2024-06-16 09:15:00.000000 UTC,2024-06-16,play_meditation,900,peaceful,0.0,false,96ce
bd795fc9,USR10159,SES_c3d4e5f6g7,2024-06-14 10:15:00.000000 UTC,2024-06-14,play_meditation,900,energized,0.0,false,b4e4
62434f58,USR10160,SES_h4i5j6k7l8,2024-06-13 20:45:00.000000 UTC,2024-06-13,play_meditation,900,calm,0.0,false,2c18
c0c70324,USR10161,SES_m5n6o7p8q9,2024-06-12 06:15:00.000000 UTC,2024-06-12,play_meditation,900,zen,0.0,false,46f3
c42d46fa,USR10164,SES_b8c9d0e1f2,2024-06-09 09:15:00.000000 UTC,2024-06-09,play_meditation,900,still,0.0,false,31e4
118944dc,USR10166,SES_l0m1n2o3p4,2024-06-07 20:15:00.000000 UTC,2024-06-07,play_meditation,900,excited,0.0,false,8ef5
ad186580,USR10167,SES_q1r2s3t4u5,2024-06-06 06:45:00.000000 UTC,2024-06-06,play_meditation,900,zen,0.0,false,bbb7
a0c0d555,USR10170,SES_f4g5h6i7j8,2024-06-03 07:15:00.000000 UTC,2024-06-03,play_meditation,900,awake,0.0,false,87f3
a22de7f9,USR10172,SES_p6q7r8s9t0,2024-06-01 19:45:00.000000 UTC,2024-06-01,play_meditation,900,hopeful,0.0,false,6b05
512c4d61,USR10173,SES_u7v8w9x0y1,2024-05-31 06:15:00.000000 UTC,2024-05-31,play_meditation,900,zen,0.0,false,7f9d
d3fa6688,USR10174,SES_z8a9b0c1d2,2024-05-30 17:45:00.000000 UTC,2024-05-30,play_meditation,900,reflective,0.0,false,ad07
caa65e5a,USR10176,SES_h0i1j2k3l4,2024-05-28 07:15:00.000000 UTC,2024-05-28,play_meditation,900,awake,0.0,false,b22b
240eee25,USR10177,SES_m1n2o3p4q5,2024-05-27 18:45:00.000000 UTC,2024-05-27,play_meditation,900,calm,0.0,false,c90f
1f3eb46b,USR10178,SES_r2s3t4u5v6,2024-05-26 10:15:00.000000 UTC,2024-05-26,play_meditation,900,peaceful,0.0,false,44e4
0d057a9e,USR10179,SES_w3x4y5z6a7,2024-05-25 19:45:00.000000 UTC,2024-05-25,play_meditation,1800,reflective,0.0,false,342c
0e36baed,USR10180,SES_b4c5d6e7f8,2024-05-24 06:15:00.000000 UTC,2024-05-24,play_meditation,900,zen,0.0,false,73f8
99e69052,USR10183,SES_q7r8s9t0u1,2024-05-21 07:15:00.000000 UTC,2024-05-21,play_meditation,900,focused,0.0,false,969e
74ec3f83,USR10184,SES_v8w9x0y1z2,2024-05-20 18:45:00.000000 UTC,2024-05-20,play_meditation,900,calm,0.0,false,c90f
8e9197be,USR10185,SES_a9b0c1d2e3,2024-05-19 10:15:00.000000 UTC,2024-05-19,play_meditation,900,awake,0.0,false,4336
aaaa5559,USR10186,SES_f0g1h2i3j4,2024-05-18 19:45:00.000000 UTC,2024-05-18,play_meditation,900,reflective,0.0,false,342c
6595e3de,USR10187,SES_k1l2m3n4o5,2024-05-17 06:15:00.000000 UTC,2024-05-17,play_meditation,900,zen,0.0,false,73f8
47a5609d,USR10190,SES_z4a5b6c7d8,2024-05-14 07:15:00.000000 UTC,2024-05-14,play_meditation,900,focused,0.0,false,969e
bb91db65,USR10191,SES_c5d6e7f8g9,2024-05-13 18:45:00.000000 UTC,2024-05-13,play_meditation,900,calm,0.0,false,c90f
fdabbe96,USR10192,SES_h6i7j8k9l0,2024-05-12 10:15:00.000000 UTC,2024-05-12,play_meditation,900,zen,0.0,false,1929
777034fe,USR10193,SES_m7n8o9p0q1,2024-05-11 19:45:00.000000 UTC,2024-05-11,play_meditation,900,reflective,0.0,false,342c
e9f164e5,USR10197,SES_g1h2i3j4k5,2024-05-07 07:15:00.000000 UTC,2024-05-07,play_meditation,900,focused,0.0,false,969e
f7c52cfa,USR10198,SES_l2m3n4o5p6,2024-05-06 18:45:00.000000 UTC,2024-05-06,play_meditation,900,released,0.0,false,9621
914a5c3c,USR10199,SES_q3r4s5t6u7,2024-05-05 06:15:00.000000 UTC,2024-05-05,play_meditation,900,zen,0.0,false,9b2f
12d7c849,USR10200,SES_v4w5x6y7z8,2024-05-04 17:45:00.000000 UTC,2024-05-04,play_meditation,900,calm,0.0,false,27f5
d5da0dc5,USR10203,SES_k7l8m9n0o1,2024-05-01 18:45:00.000000 UTC,2024-05-01,play_meditation,900,peaceful,0.0,false,ad4e
f28e407b,USR10204,SES_p8q9r0s1t2,2024-04-30 10:15:00.000000 UTC,2024-04-30,play_meditation,900,reflective,0.0,false,b7cc
f5c2e0bc,USR10208,SES_h2i3j4k5l6,2024-04-26 18:45:00.000000 UTC,2024-04-26,play_meditation,900,calm,0.0,false,6519
409a3277,USR10233,SES_a7b8c9d0e1,2024-04-01 17:45:00.000000 UTC,2024-04-01,play_meditation,900,playful,0.0,false,6301
795f1400,USR10236,SES_p0q1r2s3t4,2024-03-29 18:45:00.000000 UTC,2024-03-29,play_meditation,900,peaceful,0.0,false,5cb3
5a62c785,USR10243,SES_w7x8y9z0a1,2024-03-22 18:45:00.000000 UTC,2024-03-22,play_meditation,900,calm,0.0,false,6519
780e8404,USR10253,SES_m7n8o9p0q1,2024-03-12 18:45:00.000000 UTC,2024-03-12,play_meditation,900,relaxed,0.0,false,c261
4a2af055,USR10256,SES_b0c1d2e3f4,2024-03-09 19:15:00.000000 UTC,2024-03-09,play_meditation,900,peaceful,0.0,false,6691
76f5f4eb,USR10258,SES_l2m3n4o5p6,2024-03-07 18:45:00.000000 UTC,2024-03-07,play_meditation,900,calm,0.0,false,bfa5
2cbede34,USR10261,SES_a5b6c7d8e9,2024-03-04 18:45:00.000000 UTC,2024-03-04,play_meditation,900,released,0.0,false,9621
6280410d,USR10265,SES_u9v0w1x2y3,2024-02-29 18:45:00.000000 UTC,2024-02-29,play_meditation,900,special,0.0,false,f6e1
e17b8cf9,USR10266,SES_z0a1b2c3d4,2024-02-28 07:15:00.000000 UTC,2024-02-28,play_meditation,900,reflective,0.0,false,63d2
8aae49ce,USR10269,SES_m3n4o5p6q7,2024-02-25 18:45:00.000000 UTC,2024-02-25,play_meditation,900,calm,0.0,false,4a68
0d3e218c,USR10272,SES_b6c7d8e9f0,2024-02-22 07:15:00.000000 UTC,2024-02-22,play_meditation,900,focused,0.0,false,6984
2195f449,USR10279,SES_k3l4m5n6o7,2024-02-15 18:45:00.000000 UTC,2024-02-15,play_meditation,900,loving,0.0,false,d492
ac5274ac,USR10282,SES_z6a7b8c9d0,2024-02-12 18:45:00.000000 UTC,2024-02-12,play_meditation,900,relaxed,0.0,false,7bde
0176a1ee,USR10287,SES_w1x2y3z4a5,2024-02-07 18:45:00.000000 UTC,2024-02-07,play_meditation,900,calm,0.0,false,12d8
f4dabb3a,USR10288,SES_b2c3d4e5f6,2024-02-06 07:15:00.000000 UTC,2024-02-06,play_meditation,900,focused,0.0,false,6984
10751ad4,USR10289,SES_g3h4i5j6k7,2024-02-05 18:45:00.000000 UTC,2024-02-05,play_meditation,900,calm,0.0,false,385f
427f2aa5,USR10290,SES_l4m5n6o7p8,2024-02-04 07:15:00.000000 UTC,2024-02-04,play_meditation,900,awake,0.0,false,87f3
0b606b16,USR10292,SES_v6w7x8y9z0,2024-02-02 10:15:00.000000 UTC,2024-02-02,play_meditation,900,focused,0.0,false,86aa
6d978c77,USR10293,SES_a7b8c9d0e1,2024-02-01 18:45:00.000000 UTC,2024-02-01,play_meditation,900,renewed,0.0,false,7278
34d1efa3,USR10295,SES_k9l0m1n2o3,2024-01-30 07:15:00.000000 UTC,2024-01-30,play_meditation,900,reflective,0.0,false,280f
1f12e2a6,USR10301,SES_m5n6o7p8q9,2024-01-24 07:15:00.000000 UTC,2024-01-24,play_meditation,900,focused,0.0,false,6984
bfd183c1,USR10302,SES_r6s7t8u9v0,2024-01-23 18:45:00.000000 UTC,2024-01-23,play_meditation,900,calm,0.0,false,385f
638d5089,USR10303,SES_w7x8y9z0a1,2024-01-22 07:15:00.000000 UTC,2024-01-22,play_meditation,900,awake,0.0,false,87f3
e3e5905b,USR10304,SES_b8c9d0e1f2,2024-01-21 18:45:00.000000 UTC,2024-01-21,play_meditation,900,released,0.0,false,3580
9222fa76,USR10305,SES_g9h0i1j2k3,2024-01-20 07:15:00.000000 UTC,2024-01-20,play_meditation,900,zen,0.0,false,9b2f
4b9297cc,USR10308,SES_v2w3x4y5z6,2024-01-17 18:45:00.000000 UTC,2024-01-17,play_meditation,900,calm,0.0,false,a07e
384da460,USR10310,SES_f4g5h6i7j8,2024-01-15 18:45:00.000000 UTC,2024-01-15,play_meditation,900,released,0.0,false,9621
999f8ea7,USR10311,SES_k5l6m7n8o9,2024-01-14 07:15:00.000000 UTC,2024-01-14,play_meditation,900,focused,0.0,false,86aa
ef264583,USR10312,SES_p6q7r8s9t0,2024-01-13 18:45:00.000000 UTC,2024-01-13,play_meditation,900,calm,0.0,false,4a68
51c87d5f,USR10316,SES_h0i1j2k3l4,2024-01-09 18:45:00.000000 UTC,2024-01-09,play_meditation,900,calm,0.0,false,a07e
cc355831,USR10317,SES_m1n2o3p4q5,2024-01-08 07:15:00.000000 UTC,2024-01-08,play_meditation,900,focused,0.0,false,969e
bf9ea5b0,USR10318,SES_r2s3t4u5v6,2024-01-07 18:45:00.000000 UTC,2024-01-07,play_meditation,900,released,0.0,false,9621
9b777d3f,USR10319,SES_w3x4y5z6a7,2024-01-06 07:15:00.000000 UTC,2024-01-06,play_meditation,900,zen,0.0,false,9500
7cf8719b,USR10320,SES_b4c5d6e7f8,2024-01-05 18:45:00.000000 UTC,2024-01-05,play_meditation,900,released,0.0,false,3580
f070f468,USR10321,SES_g5h6i7j8k9,2024-01-04 07:15:00.000000 UTC,2024-01-04,play_meditation,900,focused,0.0,false,6984
a1a9b0d4,USR10322,SES_l6m7n8o9p0,2024-01-03 18:45:00.000000 UTC,2024-01-03,play_meditation,900,calm,0.0,false,385f
7214af7a,USR10323,SES_q7r8s9t0u1,2024-01-02 07:15:00.000000 UTC,2024-01-02,play_meditation,900,determined,0.0,false,169a
ea2722d0,USR10324,SES_v8w9x0y1z2,2024-01-01 18:45:00.000000 UTC,2024-01-01,play_meditation,900,hopeful,0.0,false,c978
51f89878,USR10326,SES_f0g1h2i3j4,2024-12-30 07:15:00.000000 UTC,2024-12-30,play_meditation,900,anticipating,0.0,false,eea3
5f036ec1,USR10327,SES_k1l2m3n4o5,2024-12-29 18:45:00.000000 UTC,2024-12-29,play_meditation,900,calm,0.0,false,4a68
02e30827,USR10329,SES_u3v4w5x6y7,2024-12-27 18:45:00.000000 UTC,2024-12-27,play_meditation,900,zen,0.0,false,6a05
f652b2cf,USR10330,SES_z4a5b6c7d8,2024-12-26 07:15:00.000000 UTC,2024-12-26,play_meditation,900,peaceful,0.0,false,64ba
c7172d0f,USR10331,SES_c5d6e7f8g9,2024-12-25 18:45:00.000000 UTC,2024-12-25,play_meditation,900,blessed,0.0,false,3815
991c2184,USR10332,SES_h6i7j8k9l0,2024-12-24 07:15:00.000000 UTC,2024-12-24,play_meditation,900,,0.0,false,661a
d986f8a8,USR10333,SES_m1n2o3p4q5,2024-12-25 06:05:00.000000 UTC,2024-12-25,play_meditation,1200,grateful,0.0,false,17b0
8c5f3f0c,USR10339,SES_e8f9g0h1i2,2024-12-20 06:05:00.000000 UTC,2024-12-20,play_meditation,900,focused,0.0,false,7b3d
eef30ea9,USR10341,SES_g0h1i2j3k4,2024-12-18 15:55:00.000000 UTC,2024-12-18,play_meditation,300,relieved,0.0,false,d0e7
54cac741,USR10343,SES_i2j3k4l5m6,2024-12-16 14:10:00.000000 UTC,2024-12-16,play_meditation,1800,calm,0.0,false,6574
2681153b,USR10344,SES_j3k4l5m6n7,2024-12-15 21:10:00.000000 UTC,2024-12-15,play_meditation,1500,grateful,0.0,false,bf63
bee53f68,USR10346,SES_l5m6n7o8p9,2024-12-13 18:10:00.000000 UTC,2024-12-13,play_meditation,1200,stressed,0.0,false,d27e
077d010c,USR10347,SES_m6n7o8p9q0,2024-12-12 07:20:00.000000 UTC,2024-12-12,play_meditation,900,peaceful,0.0,false,fef4
078aca63,USR10350,SES_p9q0r1s2t3,2024-12-09 19:10:00.000000 UTC,2024-12-09,play_meditation,1200,stressed,0.0,false,eb68
408f3971,USR10351,SES_q0r1s2t3u4,2024-12-08 12:05:00.000000 UTC,2024-12-08,play_meditation,600,stressed,0.0,false,5a0b
b32a69ee,USR10353,SES_s2t3u4v5w6,2024-12-06 06:35:00.000000 UTC,2024-12-06,play_meditation,900,clear,0.0,false,60bf
cc4f30a7,USR10354,SES_t3u4v5w6x7,2024-12-05 20:10:00.000000 UTC,2024-12-05,play_meditation,1200,calm,0.0,false,1e22
9bd6a464,USR10355,SES_u4v5w6x7y8,2024-12-04 11:10:00.000000 UTC,2024-12-04,play_meditation,900,focused,0.0,false,1f42
c2c8f4ad,USR10357,SES_w6x7y8z9a0,2024-12-02 14:40:00.000000 UTC,2024-12-02,play_meditation,1200,calm,0.0,false,b9e4
5a71b814,USR10358,SES_x7y8z9a0b1,2024-12-01 18:50:00.000000 UTC,2024-12-01,play_meditation,1200,peaceful,9.99,false,e57c
13ce7db3,USR10359,SES_y8z9a0b1c2,2024-11-30 10:15:00.000000 UTC,2024-11-30,play_meditation,1500,serene,0.0,false,6dea
0e96ef11,USR10360,SES_z9a0b1c2d3,2024-11-29 20:10:00.000000 UTC,2024-11-29,play_meditation,1200,grateful,0.0,false,2b24
8bce3e28,USR10361,SES_a0b1c2d3e4,2024-11-28 09:10:00.000000 UTC,2024-11-28,play_meditation,900,refreshed,0.0,false,8390
70e51378,USR10362,SES_b1c2d3e4f5,2024-11-27 20:20:00.000000 UTC,2024-11-27,play_meditation,1200,peaceful,19.99,false,c52f
81d3e93d,USR10364,SES_d3e4f5g6h7,2024-11-25 17:10:00.000000 UTC,2024-11-25,play_meditation,1200,peaceful,0.0,false,5538
a3c17946,USR10365,SES_e4f5g6h7i8,2024-11-24 06:05:00.000000 UTC,2024-11-24,play_meditation,900,peaceful,0.0,false,b1ba
dc01a268,USR10366,SES_f5g6h7i8j9,2024-11-23 19:10:00.000000 UTC,2024-11-23,play_meditation,1200,serene,0.0,false,cf58
b4020c29,USR10367,SES_g6h7i8j9k0,2024-11-22 06:35:00.000000 UTC,2024-11-22,play_meditation,900,hopeful,0.0,false,ffec
00ca3656,USR10368,SES_h7i8j9k0l1,2024-11-21 20:35:00.000000 UTC,2024-11-21,play_meditation,1500,reflective,0.0,false,2841
8bb91f0f,USR10369,SES_i8j9k0l1m2,2024-11-20 07:20:00.000000 UTC,2024-11-20,play_meditation,900,hopeful,0.0,false,c96b
7095ae0a,USR10370,SES_j9k0l1m2n3,2024-11-19 18:10:00.000000 UTC,2024-11-19,play_meditation,1500,mesmerized,0.0,false,9914
055c4b49,USR10372,SES_l1m2n3o4p5,2024-11-17 21:10:00.000000 UTC,2024-11-17,play_meditation,1200,grounded,0.0,false,8e05
d5f2d1d3,USR10373,SES_m2n3o4p5q6,2024-11-16 12:20:00.000000 UTC,2024-11-16,play_meditation,600,calm,0.0,false,5fd0
c0a183ed,USR10374,SES_n3o4p5q6r7,2024-11-15 19:10:00.000000 UTC,2024-11-15,play_meditation,1200,peaceful,0.0,false,09f2
6c0078bd,USR10375,SES_o4p5q6r7s8,2024-11-14 06:10:00.000000 UTC,2024-11-14,play_meditation,1200,inspired,0.0,false,938d
b21fbdf8,USR10376,SES_p5q6r7s8t9,2024-11-13 12:05:00.000000 UTC,2024-11-13,play_meditation,600,stressed,0.0,false,a319
15bd917a,USR10378,SES_r7s8t9u0v1,2024-11-11 18:10:00.000000 UTC,2024-11-11,play_meditation,1200,serene,0.0,false,0549
5ef1bda8,USR10379,SES_s8t9u0v1w2,2024-11-10 14:10:00.000000 UTC,2024-11-10,play_meditation,1200,peaceful,0.0,false,076e
4d80e50c,USR10380,SES_t9u0v1w2x3,2024-11-09 17:10:00.000000 UTC,2024-11-09,play_meditation,1200,calm,0.0,false,c5fc
08c66ce5,USR10382,SES_v1w2x3y4z5,2024-11-07 18:10:00.000000 UTC,2024-11-07,play_meditation,1200,calm,0.0,false,30ea
90e39960,USR10383,SES_w2x3y4z5a6,2024-11-06 06:10:00.000000 UTC,2024-11-06,play_meditation,900,hopeful,0.0,false,110f
594c1d3a,USR10384,SES_x3y4z5a6b7,2024-11-05 20:10:00.000000 UTC,2024-11-05,play_meditation,1200,serene,0.0,false,1d4a
0bd1866c,USR10385,SES_y4z5a6b7c8,2024-11-04 12:10:00.000000 UTC,2024-11-04,play_meditation,900,calm,0.0,false,7446
a3e08515,USR10386,SES_z5a6b7c8d9,2024-11-03 18:10:00.000000 UTC,2024-11-03,play_meditation,1200,flowing,0.0,false,d0a1
cd91c3d0,USR10387,SES_a6b7c8d9e0,2024-11-02 07:10:00.000000 UTC,2024-11-02,play_meditation,900,serene,0.0,false,7b1b
a610fa77,USR10388,SES_b7c8d9e0f1,2024-11-01 20:10:00.000000 UTC,2024-11-01,play_meditation,1200,calm,0.0,false,e972
657ae37a,USR10389,SES_c8d9e0f1g2,2024-10-31 12:05:00.000000 UTC,2024-10-31,play_meditation,900,calm,0.0,false,cba9
936fd45a,USR10390,SES_d9e0f1g2h3,2024-10-30 19:10:00.000000 UTC,2024-10-30,play_meditation,1200,serene,0.0,false,71b5
091cd069,USR10391,SES_e0f1g2h3i4,2024-10-29 06:10:00.000000 UTC,2024-10-29,play_meditation,900,hopeful,0.0,false,6ace
3f6a0941,USR10392,SES_f1g2h3i4j5,2024-10-28 20:10:00.000000 UTC,2024-10-28,play_meditation,1200,serene,0.0,false,77a7
8f9b4f77,USR10393,SES_g2h3i4j5k6,2024-10-27 07:10:00.000000 UTC,2024-10-27,play_meditation,900,awake,0.0,false,0137
408c5e73,USR10394,SES_h3i4j5k6l7,2024-10-26 18:10:00.000000 UTC,2024-10-26,play_meditation,1200,calm,0.0,false,dfa5
2471421e,USR10396,SES_j5k6l7m8n9,2024-10-24 17:10:00.000000 UTC,2024-10-24,play_meditation,1200,peaceful,0.0,false,8f23
2b5bee3c,USR10397,SES_k6l7m8n9o0,2024-10-23 06:35:00.000000 UTC,2024-10-23,play_meditation,900,clear,0.0,false,c3ff
6b6fbedd,USR10398,SES_l7m8n9o0p1,2024-10-22 19:35:00.000000 UTC,2024-10-22,play_meditation,1200,peaceful,0.0,false,0b03
bc358277,USR10400,SES_n9o0p1q2r3,2024-10-20 18:40:00.000000 UTC,2024-10-20,play_meditation,1500,peaceful,0.0,false,ee61
08c3852f,USR10401,SES_o0p1q2r3s4,2024-10-19 06:10:00.000000 UTC,2024-10-19,play_meditation,1200,serene,0.0,false,3e3a
e1385c72,USR10402,SES_p1q2r3s4t5,2024-10-18 19:40:00.000000 UTC,2024-10-18,play_meditation,1200,peaceful,0.0,false,8938
514da7f8,USR10404,SES_r3s4t5u6v7,2024-10-16 18:10:00.000000 UTC,2024-10-16,play_meditation,1500,serene,0.0,false,aa22
a1b4f16f,USR10406,SES_t5u6v7w8x9,2024-10-14 19:40:00.000000 UTC,2024-10-14,play_meditation,1200,peaceful,0.0,false,8136
3a4ba2bc,USR10407,SES_u6v7w8x9y0,2024-10-13 05:10:00.000000 UTC,2024-10-13,play_meditation,1200,serene,0.0,false,09c4
c21b28a6,USR10408,SES_v7w8x9y0z1,2024-10-12 18:40:00.000000 UTC,2024-10-12,play_meditation,1200,peaceful,0.0,false,1e79
a1d81d57,USR10409,SES_w8x9y0z1a2,2024-10-11 06:40:00.000000 UTC,2024-10-11,play_meditation,900,hopeful,0.0,false,fde9
acf9123d,USR10410,SES_x9y0z1a2b3,2024-10-10 20:10:00.000000 UTC,2024-10-10,play_meditation,1200,serene,0.0,false,cf49
ecfa7869,USR10412,SES_z1a2b3c4d5,2024-10-08 18:10:00.000000 UTC,2024-10-08,play_meditation,1200,peaceful,0.0,false,3c6d
162ec881,USR10414,SES_b3c4d5e6f7,2024-10-06 19:40:00.000000 UTC,2024-10-06,play_meditation,1200,serene,0.0,false,6c0a
ab396be3,USR10416,SES_d5e6f7g8h9,2024-10-04 18:10:00.000000 UTC,2024-10-04,play_meditation,1200,peaceful,0.0,false,38c1
2349fe86,USR10418,SES_f7g8h9i0j1,2024-10-02 19:40:00.000000 UTC,2024-10-02,play_meditation,1200,peaceful,0.0,false,6e50
a219e66d,USR10420,SES_h9i0j1k2l3,2024-09-30 18:40:00.000000 UTC,2024-09-30,play_meditation,1200,peaceful,0.0,false,c0b0
5f49ce85,USR10422,SES_j1k2l3m4n5,2024-09-28 19:40:00.000000 UTC,2024-09-28,play_meditation,1200,peaceful,0.0,false,32e7
78ecd7eb,USR10424,SES_l3m4n5o6p7,2024-09-26 18:40:00.000000 UTC,2024-09-26,play_meditation,1200,peaceful,0.0,false,711b
ca546080,USR10426,SES_n5o6p7q8r9,2024-09-24 19:40:00.000000 UTC,2024-09-24,play_meditation,1200,peaceful,0.0,false,9e1b
80a1f190,USR10427,SES_o6p7q8r9s0,2024-09-23 05:40:00.000000 UTC,2024-09-23,play_meditation,900,serene,0.0,false,5405
85a3429e,USR10428,SES_p7q8r9s0t1,2024-09-22 19:10:00.000000 UTC,2024-09-22,play_meditation,1200,peaceful,0.0,false,6fa4
aa12cbab,USR10430,SES_r9s0t1u2v3,2024-09-20 19:40:00.000000 UTC,2024-09-20,play_meditation,1200,peaceful,0.0,false,2778
62a76d81,USR10432,SES_t1u2v3w4x5,2024-09-18 19:40:00.000000 UTC,2024-09-18,play_meditation,1200,peaceful,0.0,false,b43e
010df8b6,USR10434,SES_v3w4x5y6z7,2024-09-16 19:40:00.000000 UTC,2024-09-16,play_meditation,1200,peaceful,0.0,false,7f90
26d25473,USR10436,SES_x5y6z7a8b9,2024-09-14 19:40:00.000000 UTC,2024-09-14,play_meditation,1200,peaceful,0.0,false,0375
24a08d7f,USR10438,SES_z7a8b9c0d1,2024-09-12 19:40:00.000000 UTC,2024-09-12,play_meditation,1200,peaceful,0.0,false,7a1e
224f4549,USR10440,SES_b9c0d1e2f3,2024-09-10 19:40:00.000000 UTC,2024-09-10,play_meditation,1200,peaceful,0.0,false,a5f9
1d3673e6,USR10441,SES_c0d1e2f3g4,2024-09-09 05:35:00.000000 UTC,2024-09-09,play_meditation,900,serene,0.0,false,88a6
3f2ee784,USR10442,SES_d1e2f3g4h5,2024-09-08 19:40:00.000000 UTC,2024-09-08,play_meditation,1200,peaceful,0.0,false,9e1b
6201f065,USR10443,SES_e2f3g4h5i6,2024-09-07 05:35:00.000000 UTC,2024-09-07,play_meditation,900,serene,0.0,false,b9ae
0f0285ae,USR10444,SES_f3g4h5i6j7,2024-09-06 19:40:00.000000 UTC,2024-09-06,play_meditation,1200,peaceful,0.0,false,8848
