event_id,psychology_test_name,tarot_spread_type,astrology_feature_used,breathing_technique,sound_healing_instrument,mantra_type,yoga_level
315929f6,,,,,,,
2a1b0a59,,,,,,,
979e729c,,,,,,,
a051b46a,,,,,,,
6e1f3cfb,,,,,,,
913900a0,,,,,,,
887cd0b1,,,,,,,
22e60a5b,,,,,,,
e5299d8a,,,,,,,
f4fdd857,,,,,,,
115470b7,,,,,,,
182500c8,,,,,,,
67905b37,,,,,,,
ea922d1d,,,,,,,
fb3fabc1,,,,,,,
2a53cd32,,,,,,,
f86c11a5,,,,,,,
87b77abe,,,,,,,
e14d7a39,,,,,,,
9d684aaf,,,,,,,
d6eb5f6b,,,,,,,
7cf29999,,,,,,,
4492cde9,,,,,,,
650c2ec1,,,,,,,
a7cde68f,,,,,,,
dd82999e,,,,,,,
56a971e4,,,,,,,
990b7eab,,,,,,,
a0105d6a,,,,,,,
7f1e7028,,,,,,,
81659bf7,,,,,,,
7afad961,,,,,,,
7bef14fe,,,,,,,
edfd1e49,,,,,,,
a8b91192,,,,,,,
1903700a,,,,,,,
5c636c46,,,,,,,
1914204d,,,,,,,
5ba40fd3,,,,,,,
6282b7a1,,,,,,,
fcf16d54,,,,,,,
75f3139c,,,,,,,
40760126,,,,,,,
a04748bf,,,,,,,
54d6946d,,,,,,,
aee8f4b3,,,,,,,
af145591,,,,,,,
f5d670b7,,,,,,,
6367668b,,,,,,,
c043bf5e,,,,,,,
72792851,,,,,,,
4a46e185,,,,,,,
8be5eb22,,,,,,,
481605e3,,,,,,,
b832adab,,,,,,,
8b53ee93,,,,,,,
56be62e8,,,,,,,
3f207cd5,,,,,,,
769e647e,,,,,,,
0f7e973b,,,,,,,
c2a46ed9,,,,,,,
c944b378,,,,,,,
73d33124,,,,,,,
4987f440,,,,,,,
1920ea41,,,,,,,
7cbda34b,,,,,,,
3a54be4b,,,,,,,
24eeb884,,,,,,,
9a7088fb,,,,,,,
5e288963,,,,,,,
ace1f83b,,,,,,,
baa67fc4,,,,,,,
10b45165,,,,,,,
730a135f,,,,,,,
6131b124,,,,,,,
e97d5558,,,,,,,
70f6aeaa,,,,,,,
54527f8e,,,,,,,
86a06693,,,,,,,
21b3c222,,,,,,,
85fc729a,,,,,,,
9bdcd544,,,,,,,
7f371c09,,,,,,,
874af7ee,,,,,,,
00abb884,,,,,,,
976b1ee1,,,,,,,
e6b11e6a,,,,,,,
647943a6,,,,,,,
bf53af2f,,,,,,,
45ca50a1,,,,,,,
ba5afeef,,,,,,,
adcfc578,,,,,,,
25aeae76,,,,,,,
ea6c914d,,,,,,,
51a4d4a7,,,,,,,
a6511855,,,,,,,
762d15e3,,,,,,,
1e4f81df,,,,,,,
d7a7c49c,,,,,,,
de8fde20,,,,,,,
a093cbd7,,,,,,,
fd8f1f90,,,,,,,
d542f08e,,,,,,,
16c1a31d,,,,,,,
27055e95,,,,,,,
0accf0c1,,,,,,,
dff3fb32,,,,,,,
388644b2,,,,,,,
418d3b59,,,,,,,
d5800ba1,,,,,,,
275f5592,,,,,,,
0b5d8f00,,,,,,,
07cb9e34,,,,,,,
54df4388,,,,,,,
05c6fb31,,,,,,,
2cbbab0c,,,,,,,
fa43a180,,,,,,,
4ffafe48,,,,,,,
be3d9b0a,,,,,,,
81493302,,,,,,,
a7ca94d9,,,,,,,
f2a84050,,,,,,,
0d1f2d28,,,,,,,
388dff61,,,,,,,
0039a21f,,,,,,,
5adec168,,,,,,,
47f3842e,,,,,,,
016ca4f0,,,,,,,
448ff514,,,,,,,
597f4976,,,,,,,
783871a2,,,,,,,
b104334c,,,,,,,
11a9bb75,,,,,,,
223bee6e,,,,,,,
c1f888ee,,,,,,,
dccbb709,,,,,,,
a763523d,,,,,,,
edeaa32c,,,,,,,
2cdabdcb,,,,,,,
68b795f0,,,,,,,
ac93377a,,,,,,,
f50daa02,,,,,,,
bc902a24,,,,,,,
03cc7af0,,,,,,,
8afa8144,,,,,,,
07ddec76,,,,,,,
6eff756b,,,,,,,
7f935a2a,,,,,,,
74d6239c,,,,,,,
3a40f317,,,,,,,
cd12b25c,,,,,,,
5996d538,,,,,,,
1fe59a71,,,,,,,
1878a47e,,,,,,,
5bfd55d9,,,,,,,
0d6bac47,,,,,,,
631de8ac,,,,,,,
2ba05d98,,,,,,,
b603c871,,,,,,,
0671ad6d,,,,,,,
46c7ac8a,,,,,,,
2c255632,,,,,,,
038865de,,,,,,,
da18204f,,,,,,,
c6b97f76,,,,,,,
9a361d2f,,,,,,,
f49c3089,,,,,,,
f254fb5f,,,,,,,
de8bdcff,,,,,,,
8eb80880,,,,,,,
94dc5eae,,,,,,,
e2d02f66,,,,,,,
d89951f0,,,,,,,
32252888,,,,,,,
64918691,,,,,,,
3e382cfd,,,,,,,
4e8fc82a,,,,,,,
4031399a,,,,,,,
b78ac02c,,,,,,,
bd0880a2,,,,,,,
e8adaee0,,,,,,,
c035c118,,,,,,,
3a0f6f4b,,,,,,,
7c965b8d,,,,,,,
2d4ee7fa,,,,,,,
38a3281b,,,,,,,
846667a8,,,,,,,
2e679565,,,,,,,
46208fc5,,,,,,,
c98cbd66,,,,,,,
73b7a868,,,,,,,
0858c0fe,,,,,,,
153c951b,,,,,,,
97223f0c,,,,,,,
cdbf268a,,,,4-7-8 breathing,calm,,
8d219312,,,,,,,4-7-8 breathing
d7d59128,,,,,,,4-7-8 breathing
122533f2,,,,,,,4-7-8 breathing
48ac19d6,,,,,,,4-7-8 breathing
5ad54156,,,,,,,4-7-8 breathing
e92e7023,,,,,,,4-7-8 breathing
1a00b27b,,,,,,,4-7-8 breathing
cad85fc2,,,,,,,4-7-8 breathing
911ed689,,,,,,,4-7-8 breathing
e646edd2,,,,,,,box_breathing
4ebdc40d,,,,,,,box_breathing
2577af0a,,,,,,,box_breathing
b57bfa3d,,,,,,,box_breathing
ea1d9115,,,,,,,box_breathing
c9ba5e25,,,,,,,box_breathing
b81fb89d,,,,,,,box_breathing
c143a211,,,,,,,box_breathing
f821df74,,,,,,,box_breathing
29d40ff8,,,,,,,box_breathing
0fee6eed,,,,,,,box_breathing
8319c0b2,,,,,,,box_breathing
392e8f01,,,,,,,box_breathing
08ea7333,,,,,,,box_breathing
cec52291,,,,,,,box_breathing
721c6e6d,,,,,,,box_breathing
f1cb3299,,,,,,,box_breathing
990c25ba,,,,,,,
518cc88c,,,,,,,
4cdee695,,,,,,,
77e64010,,,,,,,
2525d7e9,,,,,,,
782f6b0f,,,,,,,
0f0285ae,,,,,,,
ccc93867,,,,,,,
b22e7d7c,,,,,,,
f85c7d0c,,,,,,,
47b7981c,,,,,,,
2b201f24,,,,,,,
eb680bf3,,,,gayatri_mantra,inspired,,
de644ee9,,,,,,,gayatri_mantra
c1c408d1,,,,,,,gayatri_mantra
b13f8fa4,,,,,,,gayatri_mantra
bf9c3672,,,,,,,gayatri_mantra
6ef01dc5,,,,,,,gayatri_mantra
4cef4383,,,,,,,gayatri_mantra
2720ba44,,,,,,,gayatri_mantra
2bcc8db5,,,,,,,gayatri_mantra
7eba8134,,,,,,,gayatri_mantra
495ea991,,,,,,,gayatri_mantra
037d17b0,,,,,,,gayatri_mantra
123c1a51,,,,,,,gayatri_mantra
2b167e3d,,,,,,,
f25329f5,,,,,,,
bd595207,,,,,,,
7e3f1b78,,,,,,,
2a3b00cb,,,,,,,
fba54c43,,,,,,,
c0a40156,,,,,,,
769ef3b3,,,,,,,om_chanting
3eea05c9,,,,,,,om_chanting
73bf0416,,,,,,,om_chanting
ae1b6114,,,,,,,om_chanting
2efe0893,,,,,,,om_chanting
d9f03b2e,,,,,,,om_chanting
bb370aea,,,,,,,om_chanting
6e02e4d6,,,,,,,
9bb5c18b,,,,,,,
b48b4bdf,,,,,,,
236ef8c1,,,,,,,
2ed22e33,,,,,,,
f9baf49f,,,,,,,
9117a852,,,,,,,
9ba94fdd,,,,,,,
c7db8fcb,,,,,,,
58a2209e,,,,,,,
e0c0ac37,,,,,,,
c2c5aec6,,,,,,,
401f6f86,,,,,,,
7a32d9e9,,,,,,,
fc6152b9,,,,,,,
53e359c9,,,,,,,
725ff1e9,,,,,,,
bc5f8fb1,,,,,,,
8e8972d1,,,,,,,
f64f754e,,,,,,,
41a68b01,,,,,,,
a148808d,,,,,,,
814f73d2,,,,,,,
a0ea9f31,,,,,,,
753e318c,,,,,,,
c72028d9,,,,,,,
2f397c1d,,,,,,,
499dc2cf,,,,,,,
765cf849,,,,,,,wim_hof
4506709e,,,,,,,wim_hof
f9ebffe4,,,,,,,wim_hof
7937a243,,,,,,,wim_hof
5ae4b7a4,,,,,,,wim_hof
3a555000,,,,,,,wim_hof
